,moves,year_id,month,day,road_type_id,road_desc,source_type_id,source_type_name,fuel_type_id,fuel_type_desc,pollutant_id,pollutant_short_name,avg_speed_bin_id,avg_bin_speed,avg_speed_bin_desc,rate_per_distance,per_diff
3902,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,3,NOx,16,75.0,72.5mph <= speed,0.042678907089999996,-88.0
3903,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,3,NOx,16,75.0,72.5mph <= speed,0.0051227749029999995,-88.0
3904,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,1,2.5,speed < 2.5mph,0.1876590467,12.24
3905,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,1,2.5,speed < 2.5mph,0.21062986299999997,12.24
3906,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,2,5.0,2.5mph <= speed < 7.5mph,0.095575305,14.32
3907,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,2,5.0,2.5mph <= speed < 7.5mph,0.109265716,14.32
3908,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,3,10.0,7.5mph <= speed < 12.5mph,0.0492259596,18.4
3909,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,3,10.0,7.5mph <= speed < 12.5mph,0.058283072000000005,18.4
3910,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,4,15.0,12.5mph <= speed < 17.5mph,0.033180774999999996,22.68
3911,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,4,15.0,12.5mph <= speed < 17.5mph,0.040706984,22.68
3912,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,5,20.0,17.5mph <= speed <22.5mph,0.025254969000000002,23.14
3913,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,5,20.0,17.5mph <= speed <22.5mph,0.031097730999999997,23.14
3914,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,6,25.0,22.5mph <= speed < 27.5mph,0.0206486674,24.18
3915,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,6,25.0,22.5mph <= speed < 27.5mph,0.0256414953,24.18
3916,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,7,30.0,27.5mph <= speed < 32.5mph,0.0175931971,25.34
3917,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,7,30.0,27.5mph <= speed < 32.5mph,0.022052172100000003,25.34
3918,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,8,35.0,32.5mph <= speed < 37.5mph,0.0155083718,24.39
3919,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,8,35.0,32.5mph <= speed < 37.5mph,0.019290393700000002,24.39
3920,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,9,40.0,37.5mph <= speed < 42.5mph,0.0139542942,23.26
3921,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,9,40.0,37.5mph <= speed < 42.5mph,0.0171998595,23.26
3922,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,10,45.0,42.5mph <= speed < 47.5mph,0.012745488499999999,22.19
3923,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,10,45.0,42.5mph <= speed < 47.5mph,0.015573835199999999,22.19
3924,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,11,50.0,47.5mph <= speed < 52.5mph,0.0117518776,21.59
3925,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,11,50.0,47.5mph <= speed < 52.5mph,0.0142887846,21.59
3926,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,12,55.0,52.5mph <= speed < 57.5mph,0.01093183,21.13
3927,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,12,55.0,52.5mph <= speed < 57.5mph,0.0132415583,21.13
3928,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,13,60.0,57.5mph <= speed < 62.5mph,0.0103523692,19.7
3929,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,13,60.0,57.5mph <= speed < 62.5mph,0.0123917379,19.7
3930,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,14,65.0,62.5mph <= speed < 67.5mph,0.010260942899999998,14.9
3931,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,14,65.0,62.5mph <= speed < 67.5mph,0.011790282599999998,14.9
3932,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,15,70.0,67.5mph <= speed < 72.5mph,0.0108103018,7.72
3933,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,15,70.0,67.5mph <= speed < 72.5mph,0.011644828200000002,7.72
3934,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,16,75.0,72.5mph <= speed,0.0118596785,-0.18
3935,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,87,VOC,16,75.0,72.5mph <= speed,0.011838490100000001,-0.18
3936,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,1,2.5,speed < 2.5mph,0.010146931199999999,-42.48
3937,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,1,2.5,speed < 2.5mph,0.0058362293,-42.48
3938,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0058951569,-42.48
3939,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0033907306,-42.48
3940,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0035733096,-42.48
3941,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0020552616,-42.48
3942,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.0024200266000000002,-42.48
3943,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.0013919270999999999,-42.48
3944,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.0019867176,-42.48
3945,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.00114269907,-42.48
3946,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.001897056,-42.48
3947,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.00109112978,-42.48
3948,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.0018544176000000001,-42.48
3949,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.0010666051399999999,-42.48
3950,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.0018282096,-42.48
3951,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.00105153551,-42.48
3952,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0018089669,-42.48
3953,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0010404676799999999,-42.48
3954,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0017939981,-42.48
3955,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.00103185936,-42.48
3956,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.001731371,-42.48
3957,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.00099583445,-42.48
3958,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.0016666473000000002,-42.48
3959,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.00095860699,-42.48
3960,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0016513359000000002,-42.48
3961,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0009498021099999999,-42.48
3962,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0017616917,-42.48
3963,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0010132718599999999,-42.48
3964,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.0019674547000000002,-42.48
3965,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.00113162115,-42.48
3966,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,16,75.0,72.5mph <= speed,0.0023681649999999998,-42.48
3967,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,100,PM10 Total Exh,16,75.0,72.5mph <= speed,0.0013621003,-42.48
3968,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,1,2.5,speed < 2.5mph,0.008976169400000001,-42.48
3969,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,1,2.5,speed < 2.5mph,0.0051628349,-42.48
3970,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0052149686,-42.48
3971,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,2,5.0,2.5mph <= speed < 7.5mph,0.0029995056,-42.48
3972,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0031610174,-42.48
3973,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,3,10.0,7.5mph <= speed < 12.5mph,0.0018181296000000001,-42.48
3974,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.0021408004999999997,-42.48
3975,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,4,15.0,12.5mph <= speed < 17.5mph,0.00123133246,-42.48
3976,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.0017574883,-42.48
3977,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,5,20.0,17.5mph <= speed <22.5mph,0.00101085267,-42.48
3978,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.0016781688000000001,-42.48
3979,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,6,25.0,22.5mph <= speed < 27.5mph,0.0009652366000000001,-42.48
3980,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.0016404495,-42.48
3981,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,7,30.0,27.5mph <= speed < 32.5mph,0.00094354142,-42.48
3982,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.0016172655,-42.48
3983,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,8,35.0,32.5mph <= speed < 37.5mph,0.0009302075999999999,-42.48
3984,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0016002504,-42.48
3985,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,9,40.0,37.5mph <= speed < 42.5mph,0.0009204169,-42.48
3986,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.0015870053,-42.48
3987,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,10,45.0,42.5mph <= speed < 47.5mph,0.00091280247,-42.48
3988,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.0015315956,-42.48
3989,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,11,50.0,47.5mph <= speed < 52.5mph,0.00088093454,-42.48
3990,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.0014743412000000002,-42.48
3991,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,12,55.0,52.5mph <= speed < 57.5mph,0.00084800217,-42.48
3992,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.0014608037000000001,-42.48
3993,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,13,60.0,57.5mph <= speed < 62.5mph,0.00084021336,-42.48
3994,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.0015584285,-42.48
3995,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,14,65.0,62.5mph <= speed < 67.5mph,0.00089636198,-42.48
3996,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.0017404531,-42.48
3997,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,15,70.0,67.5mph <= speed < 72.5mph,0.00100105689,-42.48
3998,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,16,75.0,72.5mph <= speed,0.0020949264,-42.48
3999,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,1,Gasoline,110,PM2.5 Total Exh,16,75.0,72.5mph <= speed,0.00120494302,-42.48
4000,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,1,2.5,speed < 2.5mph,2.3845893400000002,71.41
4001,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,1,2.5,speed < 2.5mph,4.08743436,71.41
4002,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,2,5.0,2.5mph <= speed < 7.5mph,1.459958785,63.58
4003,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,2,5.0,2.5mph <= speed < 7.5mph,2.3881612,63.58
4004,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,3,10.0,7.5mph <= speed < 12.5mph,0.990025546,58.57
4005,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,3,10.0,7.5mph <= speed < 12.5mph,1.569855901,58.57
4006,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,4,15.0,12.5mph <= speed < 17.5mph,0.8186344689999999,65.85
4007,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,4,15.0,12.5mph <= speed < 17.5mph,1.357715646,65.85
4008,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,5,20.0,17.5mph <= speed <22.5mph,0.7730617830000001,62.14
4009,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,5,20.0,17.5mph <= speed <22.5mph,1.253421441,62.14
4010,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,6,25.0,22.5mph <= speed < 27.5mph,0.742592948,53.35
4011,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,6,25.0,22.5mph <= speed < 27.5mph,1.138731835,53.35
4012,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,7,30.0,27.5mph <= speed < 32.5mph,0.72129788,46.45
4013,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,7,30.0,27.5mph <= speed < 32.5mph,1.0563190020000002,46.45
4014,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,8,35.0,32.5mph <= speed < 37.5mph,0.697187349,39.18
4015,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,8,35.0,32.5mph <= speed < 37.5mph,0.9703463179999999,39.18
4016,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,9,40.0,37.5mph <= speed < 42.5mph,0.6782405020000001,33.17
4017,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,9,40.0,37.5mph <= speed < 42.5mph,0.9032284349999999,33.17
4018,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,10,45.0,42.5mph <= speed < 47.5mph,0.6635038430000001,28.26
4019,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,10,45.0,42.5mph <= speed < 47.5mph,0.851026303,28.26
4020,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,11,50.0,47.5mph <= speed < 52.5mph,0.655651762,25.22
4021,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,11,50.0,47.5mph <= speed < 52.5mph,0.821011704,25.22
4022,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,12,55.0,52.5mph <= speed < 57.5mph,0.650273967,22.96
4023,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,12,55.0,52.5mph <= speed < 57.5mph,0.7995785649999999,22.96
4024,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,13,60.0,57.5mph <= speed < 62.5mph,0.662048086,19.28
4025,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,13,60.0,57.5mph <= speed < 62.5mph,0.789703433,19.28
4026,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,14,65.0,62.5mph <= speed < 67.5mph,0.752428059,10.83
4027,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,14,65.0,62.5mph <= speed < 67.5mph,0.8339344200000001,10.83
4028,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,15,70.0,67.5mph <= speed < 72.5mph,0.977564069,3.09
4029,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,15,70.0,67.5mph <= speed < 72.5mph,1.0077637659999998,3.09
4030,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,16,75.0,72.5mph <= speed,1.394004504,-3.28
4031,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,2,CO,16,75.0,72.5mph <= speed,1.3482307169999999,-3.28
4032,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,1,2.5,speed < 2.5mph,0.00897059881,-28.45
4033,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,1,2.5,speed < 2.5mph,0.006418866744,-28.45
4034,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,2,5.0,2.5mph <= speed < 7.5mph,0.011893075703,-55.84
4035,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,2,5.0,2.5mph <= speed < 7.5mph,0.005251700059,-55.84
4036,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,3,10.0,7.5mph <= speed < 12.5mph,0.011290151588,-60.91
4037,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,3,10.0,7.5mph <= speed < 12.5mph,0.004413156519000001,-60.91
4038,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,4,15.0,12.5mph <= speed < 17.5mph,0.007093713737000001,-48.68
4039,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,4,15.0,12.5mph <= speed < 17.5mph,0.003640155601,-48.68
4040,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,5,20.0,17.5mph <= speed <22.5mph,0.007517700695999999,-58.89
4041,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,5,20.0,17.5mph <= speed <22.5mph,0.003090773626,-58.89
4042,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,6,25.0,22.5mph <= speed < 27.5mph,0.008823472925,-64.67
4043,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,6,25.0,22.5mph <= speed < 27.5mph,0.003116894671,-64.67
4044,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,7,30.0,27.5mph <= speed < 32.5mph,0.009774180951,-67.49
4045,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,7,30.0,27.5mph <= speed < 32.5mph,0.003177317088,-67.49
4046,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,8,35.0,32.5mph <= speed < 37.5mph,0.012440397597,-73.3
4047,MOVES 3,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,8,35.0,32.5mph <= speed < 37.5mph,0.003321002835,-73.3
4048,MOVES 2014b,2040,July,Weekday,2,Rural Restricted Access,21,Passenger Car,2,Diesel Fuel,3,NOx,9,40.0,37.5mph <= speed < 42.5mph,0.01463338531,-76.5
